   300.00 1000.00000000000000 
   303.62 1000.00000000000000 
   307.23 1000.00000000000000 
   310.85 1000.00000000000000 
   314.47 1000.00000000000000 
   318.08 1000.00000000000000 
   321.70 1000.00000000000000 
   325.32 1000.00000000000000 
   328.93 1000.00000000000000 
   332.55 1000.00000000000000 
   336.17 1000.00000000000000 
   339.78 1000.00000000000000 
   343.40 1000.00000000000000 
   347.02 1000.00000000000000 
   350.64 1000.00000000000000 
   354.25 1000.00000000000000 
   357.87 1000.00000000000000 
   361.49 1000.00000000000000 
   365.10 1000.00000000000000 
   368.72 999.99999999944453 
   372.34 999.99999999772592 
   375.95 999.99999999170916 
   379.57 999.99999997308237 
   383.19 999.99999992217397 
   386.80 999.99999979961785 
   390.42 999.99999954054852 
   394.04 999.99999906186315 
   397.65 999.99999829415890 
   401.27 999.99999723779160 
   404.89 999.99999601691593 
   408.50 999.99999488521576 
   412.12 999.99999415102673 
   415.74 999.99999404370669 
   419.35 999.99999459847652 
   422.97 999.99999563785764 
   426.59 999.99999686291403 
   430.21 999.99999799092745 
   433.82 999.99999885420470 
   437.44 999.99999941808403 
   441.06 999.99999973681872 
   444.67 999.99999989400374 
   448.29 999.99999996198392 
   451.91 999.99999998785825 
   455.52 999.99999999654665 
   459.14 999.99999999912529 
   462.76 1000.00000000000000 
   466.37 1000.00000000000000 
   469.99 1000.00000000000000 
   473.61 1000.00000000000000 
   477.22 1000.00000000000000 
   480.84 1000.00000000000000 
   484.46 1000.00000000000000 
   488.07 1000.00000000000000 
   491.69 1000.00000000000000 
   495.31 1000.00000000000000 
   498.92 1000.00000000000000 
   502.54 1000.00000000000000 
   506.16 1000.00000000000000 
   509.78 1000.00000000000000 
   513.39 1000.00000000000000 
   517.01 1000.00000000000000 
   520.63 1000.00000000000000 
   524.24 1000.00000000000000 
   527.86 1000.00000000000000 
   531.48 1000.00000000000000 
   535.09 1000.00000000000000 
   538.71 1000.00000000000000 
   542.33 1000.00000000000000 
   545.94 1000.00000000000000 
   549.56 1000.00000000000000 
   553.18 1000.00000000000000 
   556.79 1000.00000000000000 
   560.41 1000.00000000000000 
   564.03 1000.00000000000000 
   567.64 1000.00000000000000 
   571.26 1000.00000000000000 
   574.88 999.99999999991451 
   578.49 999.99999999964768 
   582.11 999.99999999870647 
   585.73 999.99999999577153 
   589.35 999.99999998769260 
   592.96 999.99999996810323 
   596.58 999.99999992639266 
   600.20 999.99999984875160 
   603.81 999.99999972327021 
   607.43 999.99999954916643 
   611.05 999.99999934600919 
   614.66 999.99999915526155 
   618.28 999.99999902844343 
   621.90 999.99999900503201 
   625.51 999.99999909271162 
   629.13 999.99999926332362 
   632.75 999.99999946739729 
   636.36 999.99999965713334 
   639.98 999.99999980346399 
   643.60 999.99999989968762 
   647.21 999.99999896492284 
   650.83 999.99999584750731 
   654.45 999.99998461411315 
   658.06 999.99994905424637 
   661.68 999.99984974057554 
   665.30 999.99960537419736 
   668.91 999.99907716118582 
   672.53 999.99807840617666 
   676.15 999.99643719106643 
   679.77 999.99411808603156 
   683.38 999.99135350687834 
   687.00 999.98868234295537 
   690.62 999.98680928747387 
   694.23 999.98631089109654 
   697.85 999.98735038527059 
   701.47 999.98959182429621 
   705.08 999.99237452101261 
   708.70 999.99502543810138 
   712.32 999.99711039988085 
   715.93 999.99850543141019 
   719.55 999.99931168196019 
   723.17 999.99971773459731 
   726.78 999.99989693259420 
   730.40 999.99996648955175 
   734.02 999.99999029860192 
   737.63 999.99999749917322 
   741.25 1000.00000000000000 
   744.87 1000.00000000000000 
   748.48 1000.00000000000000 
   752.10 1000.00000000000000 
   755.72 1000.00000000000000 
   759.34 1000.00000000000000 
   762.95 1000.00000000000000 
   766.57 1000.00000000000000 
   770.19 1000.00000000000000 
   773.80 1000.00000000000000 
   777.42 1000.00000000000000 
   781.04 1000.00000000000000 
   784.65 1000.00000000000000 
   788.27 1000.00000000000000 
   791.89 1000.00000000000000 
   795.50 1000.00000000000000 
   799.12 1000.00000000000000 
   802.74 1000.00000000000000 
   806.35 1000.00000000000000 
   809.97 1000.00000000000000 
   813.59 1000.00000000000000 
   817.20 1000.00000000000000 
   820.82 999.99999999987790 
   824.44 999.99999999951069 
   828.05 999.99999999825388 
   831.67 999.99999999445185 
   835.29 999.99999998430269 
   838.91 999.99999996045483 
   842.52 999.99999991129300 
   846.14 999.99999982281872 
   849.76 999.99999968488214 
   853.37 999.99999950097379 
   856.99 999.99999929633032 
   860.61 999.99999911649400 
   864.22 999.99999901225374 
   867.84 999.99999901672163 
   871.46 999.99999912842907 
   875.07 999.99999931210175 
   878.69 999.99999951656184 
   882.31 999.99999969748092 
   885.92 999.99999983143789 
   889.54 999.99999991637003 
   893.16 999.99999996305462 
   896.77 999.99999998546707 
   900.39 999.99999999490979 
   904.01 999.99999999841248 
   907.62 999.99999999955912 
   911.24 999.99999999989097 
   914.86 1000.00000000000000 
   918.48 1000.00000000000000 
   922.09 1000.00000000000000 
   925.71 1000.00000000000000 
   929.33 999.99999999745739 
   932.94 999.99999998963278 
   936.56 999.99999996235863 
   940.18 999.99999987829801 
   943.79 999.99999964960523 
   947.41 999.99999910165059 
   951.03 999.99999794902385 
   954.64 999.99999583031138 
   958.26 999.99999245126196 
   961.88 999.99998783049728 
   965.49 999.99998252975183 
   969.11 999.99997766668980 
   972.73 999.99997457652489 
   976.34 999.99997422821343 
   979.96 999.99997673613143 
   983.58 999.99998129976177 
   987.19 999.99998661432971 
   990.81 999.99999146780283 
   994.43 999.99999515705667 
   998.04 999.99999755214537 
  1001.66 999.99999889823357 
  1005.28 999.99999955840804 
  1008.90 999.99999984239128 
  1012.51 999.99999994990810 
  1016.13 999.99999998049282 
  1019.75 999.99999990382150 
  1023.36 999.99999963297512 
  1026.98 999.99999870218994 
  1030.60 999.99999590615664 
  1034.21 999.99998848129894 
  1037.83 999.99997109476249 
  1041.45 999.99993531549660 
  1045.06 999.99987092971548 
  1048.68 999.99977038078021 
  1052.30 999.99963583181784 
  1055.91 999.99948516775760 
  1059.53 999.99935127584138 
  1063.15 999.99927146892298 
  1066.76 999.99927088620859 
  1070.38 999.99934976591885 
  1074.00 999.99948329620702 
  1077.61 999.99963416633682 
  1081.23 999.99976923468353 
  1084.85 999.99987031818648 
  1088.47 999.99993507857607 
  1092.08 999.99997104803856 
  1095.70 999.99998849911640 
  1099.32 999.99999593058931 
  1102.93 999.99999871747968 
  1106.55 999.99999963998880 
  1110.17 999.99999991181392 
  1113.78 1000.00000000000000 
  1117.40 1000.00000000000000 
  1121.02 1000.00000000000000 
  1124.63 1000.00000000000000 
  1128.25 1000.00000000000000 
  1131.87 999.99999998555791 
  1135.48 999.99999993785946 
  1139.10 999.99999976192441 
  1142.72 999.99999918782498 
  1146.33 999.99999753294082 
  1149.95 999.99999332725201 
  1153.57 999.99998392966017 
  1157.18 999.99996553160906 
  1160.80 999.99993417127985 
  1164.42 999.99988803248550 
  1168.04 999.99983035490345 
  1171.65 999.99977094104293 
  1175.27 999.99972414332251 
  1178.89 999.99970317267002 
  1182.50 999.99971363994950 
  1186.12 999.99975063224542 
  1189.74 999.99980150908937 
  1193.35 999.99985247030622 
  1196.97 999.99989443648758 
  1200.59 999.99992495176093 
